"","contig_ID","logFC","logCPM","PValue","FDR","sal25ppt","sal30ppt","sal35ppt"
"1","TR100108_c1_g1_i2",3.18110730338434,2.56446463663447,0.000711199180499431,0.163942617431463,"7.94791839017916","9.07856417040507","0.872733004132977"
"2","TR100878_c0_g3_i1",-2.86781350312898,0.792835656616267,0.00364007569004901,0.365726493636313,"0.335322971318613","2.36219990903703","2.47285580742532"
"3","TR100969_c0_g1_i2",2.54459678521422,1.63226997504704,0.00732730103062456,0.485135465223994,"4.04067735608541","4.64565982110617","0.689248315364753"
"4","TR101410_c0_g1_i1",-2.64691713751481,0.550683132957927,0.00779145214124305,0.489975594713106,"0.407200043636514","1.10235995755062","2.57140913105847"
"5","TR101565_c5_g3_i1",2.73902390206447,1.15867632881066,0.00403197485783019,0.389407048668445,"3.71685935215354","2.18216877996963","0.553341205417645"
"6","TR101612_c1_g1_i3",-2.95653275259467,0.589504886810503,0.00325685331765921,0.354764149777726,"0.34455388307705","1.16292676321833","2.70160706174497"
"7","TR101623_c9_g4_i3",2.44584456806387,0.658603544040758,0.0129536926347206,0.586716536347928,"1.96853656787608","2.44093990600494","0.358044309387888"
"8","TR101660_c1_g3_i1",-2.51308103710605,1.25176708645537,0.0067321018102523,0.470207133058698,"0.806177778699598","1.24317856812801","4.62075710954673"
"9","TR101670_c2_g1_i3",2.51852107376023,1.15629160758142,0.00817681668454054,0.501289701326149,"3.31651906309829","2.67271108707995","0.57551065806529"
"10","TR101674_c8_g1_i1",-2.61588950645734,1.77540770145768,0.00444145575241469,0.405510609693039,"1.09049111378267","2.00092505494891","6.70519343035499"
"11","TR101709_c6_g3_i1",-2.58439441633624,0.709458040112512,0.00944822377582203,0.52518019271139,"0.327413893547981","2.69760080012151","1.98365335761211"
"12","TR101720_c2_g1_i1",2.6173393009856,1.96398292561255,0.00465152736966718,0.409929130653664,"5.20432978847745","5.73064186132597","0.844799038104188"
"13","TR101726_c7_g1_i1",2.64428651828192,3.46311202578399,0.0038817834250393,0.380510002689572,"9.30846770520959","22.9333390768891","1.48555838913302"
"14","TR101730_c1_g1_i2",-2.62878150270569,1.66857844883772,0.00470393088799049,0.409929130653664,"0.950715000342393","2.30625514119134","5.90089571353911"
"15","TR101791_c0_g1_i1",-2.75174337766086,0.878037810668243,0.00645432084876808,0.463305317363847,"0.34455388307705","2.91337988781234","2.34356275235709"
"16","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428"
"17","TR102236_c2_g2_i3",2.50913012617958,1.23081374303959,0.00763013145243363,0.489701643204479,"4.66807865408844","0.9986357595448","0.816712089506841"
"18","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769"
"19","TR102281_c14_g2_i1",2.53445675638852,0.536037765853579,0.00961152898942039,0.530761837476848,"2.60059560791671","0.909659562971072","0.445573123240158"
"20","TR102297_c0_g1_i5",2.46625576381477,4.05950336197657,0.00546678966414117,0.436397027033783,"25.4070274611383","19.9375971522483","4.59439202858271"
"21","TR102303_c8_g1_i3",2.74535379926312,1.49171319012204,0.0039494670851552,0.383863942913799,"4.26350974919542","3.43987487753821","0.632423428516628"
"22","TR102531_c1_g1_i13",4.10651003615768,2.42429263790528,3.31474844305253e-05,0.0262269111967647,"11.3565899554604","3.60291391525995","0.65551403152388"
"23","TR102539_c10_g13_i3",4.39323803691267,3.82278980877902,6.05691150092855e-06,0.00988367837496806,"35.5767545817194","4.33947934289648","1.68924979674379"
"24","TR102539_c10_g13_i5",4.44831492053523,2.66725887581232,7.69310136013294e-06,0.0102516649124845,"15.3453649675223","2.27557803837265","0.699104298717722"
"25","TR102539_c9_g1_i3",3.12815352413564,0.721601229087842,0.00176037009622166,0.249573407396093,"2.887621521752","1.44350099441405","0.326738216954318"
