"","contig_ID","logFC","logCPM","PValue","FDR","sal25ppt","sal30ppt","sal35ppt","species","gene_name"
"1","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-Q95334-AMPE_PIG","sp-Q95334-AMPE_PIG Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1"
"2","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-Q32LQ0-AMPE_BOVIN","sp-Q32LQ0-AMPE_BOVIN Glutamyl aminopeptidase OS=Bos taurus GN=ENPEP PE=2 SV=1"
"3","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-P50123-AMPE_RAT","sp-P50123-AMPE_RAT Glutamyl aminopeptidase OS=Rattus norvegicus GN=Enpep PE=1 SV=2"
"4","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-Q07075-AMPE_HUMAN","sp-Q07075-AMPE_HUMAN Glutamyl aminopeptidase OS=Homo sapiens GN=ENPEP PE=1 SV=3"
"5","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-P16406-AMPE_MOUSE","sp-P16406-AMPE_MOUSE Glutamyl aminopeptidase OS=Mus musculus GN=Enpep PE=1 SV=1"
"6","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-P15145-AMPN_PIG","sp-P15145-AMPN_PIG Aminopeptidase N OS=Sus scrofa GN=ANPEP PE=1 SV=4"
"7","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-P97449-AMPN_MOUSE","sp-P97449-AMPN_MOUSE Aminopeptidase N OS=Mus musculus GN=Anpep PE=1 SV=4"
"8","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-P15684-AMPN_RAT","sp-P15684-AMPN_RAT Aminopeptidase N OS=Rattus norvegicus GN=Anpep PE=1 SV=2"
"9","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-O57579-AMPN_CHICK","sp-O57579-AMPN_CHICK Aminopeptidase Ey OS=Gallus gallus GN=ANPEP PE=1 SV=1"
"10","TR102218_c3_g3_i1",-4.9726268005619,4.50669529214127,7.21950267051926e-07,0.00225687085676985,"0.93537295562138","38.1446466511361","29.4906775870428","sp-P15144-AMPN_HUMAN","sp-P15144-AMPN_HUMAN Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4"
"11","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P9WKB7-Y221_MYCTU","sp-P9WKB7-Y221_MYCTU Putative diacyglycerol O-acyltransferase Rv0221 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) GN=Rv0221 PE=1 SV=1"
"12","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P9WKB6-Y221_MYCTO","sp-P9WKB6-Y221_MYCTO Putative diacyglycerol O-acyltransferase MT0231 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) GN=MT0231 PE=3 SV=1"
"13","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P9WKB9-Y1760_MYCTU","sp-P9WKB9-Y1760_MYCTU Putative diacyglycerol O-acyltransferase Rv1760 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) GN=Rv1760 PE=1 SV=1"
"14","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P9WKB8-Y1760_MYCTO","sp-P9WKB8-Y1760_MYCTO Putative diacyglycerol O-acyltransferase MT1809 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) GN=MT1809 PE=3 SV=1"
"15","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P0A651-Y3154_MYCBO","sp-P0A651-Y3154_MYCBO Putative diacyglycerol O-acyltransferase Mb3154c OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) GN=Mb3154c PE=3 SV=1"
"16","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P9WKC9-TGS1_MYCTU","sp-P9WKC9-TGS1_MYCTU Probable diacyglycerol O-acyltransferase tgs1 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) GN=tgs1 PE=1 SV=1"
"17","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P9WKC8-TGS1_MYCTO","sp-P9WKC8-TGS1_MYCTO Probable diacyglycerol O-acyltransferase tgs1 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) GN=tgs1 PE=2 SV=1"
"18","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P9WKB1-Y3087_MYCTU","sp-P9WKB1-Y3087_MYCTU Putative diacyglycerol O-acyltransferase Rv3087 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) GN=Rv3087 PE=1 SV=1"
"19","TR102246_c3_g1_i1",-3.89152433347954,5.14647205478508,3.52777285174711e-05,0.0272919283003272,"3.64469097518904","48.5807671092647","54.1463899190769","sp-P9WKB0-Y3087_MYCTO","sp-P9WKB0-Y3087_MYCTO Putative diacyglycerol O-acyltransferase MT3172 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) GN=MT3172 PE=3 SV=1"
